,Province/State,Country/Region,Lat,Long,date,cases
321,Shandong,China,36.3427,118.1498,2020-01-31,184
322,Shanghai,China,31.201999999999998,121.4491,2020-01-31,135
323,Shanxi,China,37.5777,112.2922,2020-01-31,39
324,Sichuan,China,30.6171,102.7103,2020-01-31,177
325,Tianjin,China,39.3054,117.323,2020-01-31,32
326,Tibet,China,31.6927,88.0924,2020-01-31,1
327,Xinjiang,China,41.1129,85.2401,2020-01-31,17
328,Yunnan,China,24.974,101.48700000000001,2020-01-31,83
329,Zhejiang,China,29.1832,120.0934,2020-01-31,538
330,Anhui,China,31.8257,117.2264,2020-02-01,297
331,Beijing,China,40.1824,116.4142,2020-02-01,168
332,Chongqing,China,30.0572,107.874,2020-02-01,247
333,Fujian,China,26.0789,117.9874,2020-02-01,144
334,Gansu,China,35.7518,104.2861,2020-02-01,40
335,Guangdong,China,23.3417,113.4244,2020-02-01,535
336,Guangxi,China,23.8298,108.7881,2020-02-01,100
337,Guizhou,China,26.8154,106.8748,2020-02-01,29
338,Hainan,China,19.1959,109.7453,2020-02-01,62
339,Hebei,China,39.549,116.1306,2020-02-01,96
340,Heilongjiang,China,47.861999999999995,127.7615,2020-02-01,80
341,Henan,China,37.8957,114.9042,2020-02-01,422
342,Hong Kong,China,22.3,114.2,2020-02-01,13
343,Hubei,China,30.9756,112.2707,2020-02-01,7153
344,Hunan,China,27.6104,111.7088,2020-02-01,389
345,Inner Mongolia,China,44.0935,113.9448,2020-02-01,23
346,Jiangsu,China,32.9711,119.455,2020-02-01,202
347,Jiangxi,China,27.614,115.7221,2020-02-01,286
348,Jilin,China,43.6661,126.1923,2020-02-01,17
349,Liaoning,China,41.2956,122.6085,2020-02-01,64
350,Macau,China,22.1667,113.55,2020-02-01,7
351,Ningxia,China,37.2692,106.1655,2020-02-01,26
352,Qinghai,China,35.7452,95.9956,2020-02-01,9
353,Shaanxi,China,35.1917,108.8701,2020-02-01,101
354,Shandong,China,36.3427,118.1498,2020-02-01,206
355,Shanghai,China,31.201999999999998,121.4491,2020-02-01,169
356,Shanxi,China,37.5777,112.2922,2020-02-01,47
357,Sichuan,China,30.6171,102.7103,2020-02-01,207
358,Tianjin,China,39.3054,117.323,2020-02-01,41
359,Tibet,China,31.6927,88.0924,2020-02-01,1
360,Xinjiang,China,41.1129,85.2401,2020-02-01,18
361,Yunnan,China,24.974,101.48700000000001,2020-02-01,93
362,Zhejiang,China,29.1832,120.0934,2020-02-01,599
363,Anhui,China,31.8257,117.2264,2020-02-02,340
364,Beijing,China,40.1824,116.4142,2020-02-02,191
365,Chongqing,China,30.0572,107.874,2020-02-02,300
366,Fujian,China,26.0789,117.9874,2020-02-02,159
367,Gansu,China,35.7518,104.2861,2020-02-02,51
368,Guangdong,China,23.3417,113.4244,2020-02-02,632
369,Guangxi,China,23.8298,108.7881,2020-02-02,111
370,Guizhou,China,26.8154,106.8748,2020-02-02,38
371,Hainan,China,19.1959,109.7453,2020-02-02,64
372,Hebei,China,39.549,116.1306,2020-02-02,104
373,Heilongjiang,China,47.861999999999995,127.7615,2020-02-02,95
374,Henan,China,37.8957,114.9042,2020-02-02,493
375,Hong Kong,China,22.3,114.2,2020-02-02,15
376,Hubei,China,30.9756,112.2707,2020-02-02,11177
377,Hunan,China,27.6104,111.7088,2020-02-02,463
378,Inner Mongolia,China,44.0935,113.9448,2020-02-02,27
379,Jiangsu,China,32.9711,119.455,2020-02-02,236
380,Jiangxi,China,27.614,115.7221,2020-02-02,333
381,Jilin,China,43.6661,126.1923,2020-02-02,23
382,Liaoning,China,41.2956,122.6085,2020-02-02,70
383,Macau,China,22.1667,113.55,2020-02-02,8
384,Ningxia,China,37.2692,106.1655,2020-02-02,28
385,Qinghai,China,35.7452,95.9956,2020-02-02,11
386,Shaanxi,China,35.1917,108.8701,2020-02-02,116
387,Shandong,China,36.3427,118.1498,2020-02-02,230
388,Shanghai,China,31.201999999999998,121.4491,2020-02-02,182
389,Shanxi,China,37.5777,112.2922,2020-02-02,66
390,Sichuan,China,30.6171,102.7103,2020-02-02,231
391,Tianjin,China,39.3054,117.323,2020-02-02,48
392,Tibet,China,31.6927,88.0924,2020-02-02,1
393,Xinjiang,China,41.1129,85.2401,2020-02-02,21
394,Yunnan,China,24.974,101.48700000000001,2020-02-02,105
395,Zhejiang,China,29.1832,120.0934,2020-02-02,661
396,Anhui,China,31.8257,117.2264,2020-02-03,408
397,Beijing,China,40.1824,116.4142,2020-02-03,212
398,Chongqing,China,30.0572,107.874,2020-02-03,337
399,Fujian,China,26.0789,117.9874,2020-02-03,179
400,Gansu,China,35.7518,104.2861,2020-02-03,55
401,Guangdong,China,23.3417,113.4244,2020-02-03,725
402,Guangxi,China,23.8298,108.7881,2020-02-03,127
403,Guizhou,China,26.8154,106.8748,2020-02-03,46
404,Hainan,China,19.1959,109.7453,2020-02-03,72
405,Hebei,China,39.549,116.1306,2020-02-03,113
406,Heilongjiang,China,47.861999999999995,127.7615,2020-02-03,121
407,Henan,China,37.8957,114.9042,2020-02-03,566
408,Hong Kong,China,22.3,114.2,2020-02-03,15
409,Hubei,China,30.9756,112.2707,2020-02-03,13522
410,Hunan,China,27.6104,111.7088,2020-02-03,521
411,Inner Mongolia,China,44.0935,113.9448,2020-02-03,34
412,Jiangsu,China,32.9711,119.455,2020-02-03,271
413,Jiangxi,China,27.614,115.7221,2020-02-03,391
414,Jilin,China,43.6661,126.1923,2020-02-03,31
415,Liaoning,China,41.2956,122.6085,2020-02-03,74
416,Macau,China,22.1667,113.55,2020-02-03,8
417,Ningxia,China,37.2692,106.1655,2020-02-03,31
418,Qinghai,China,35.7452,95.9956,2020-02-03,13
419,Shaanxi,China,35.1917,108.8701,2020-02-03,128
420,Shandong,China,36.3427,118.1498,2020-02-03,259
421,Shanghai,China,31.201999999999998,121.4491,2020-02-03,203
422,Shanxi,China,37.5777,112.2922,2020-02-03,74
423,Sichuan,China,30.6171,102.7103,2020-02-03,254
424,Tianjin,China,39.3054,117.323,2020-02-03,60
425,Tibet,China,31.6927,88.0924,2020-02-03,1
426,Xinjiang,China,41.1129,85.2401,2020-02-03,24
427,Yunnan,China,24.974,101.48700000000001,2020-02-03,117
428,Zhejiang,China,29.1832,120.0934,2020-02-03,724
429,Anhui,China,31.8257,117.2264,2020-02-04,480
430,Beijing,China,40.1824,116.4142,2020-02-04,228
431,Chongqing,China,30.0572,107.874,2020-02-04,366
432,Fujian,China,26.0789,117.9874,2020-02-04,194
433,Gansu,China,35.7518,104.2861,2020-02-04,57
434,Guangdong,China,23.3417,113.4244,2020-02-04,813
435,Guangxi,China,23.8298,108.7881,2020-02-04,139
436,Guizhou,China,26.8154,106.8748,2020-02-04,58
437,Hainan,China,19.1959,109.7453,2020-02-04,80
438,Hebei,China,39.549,116.1306,2020-02-04,126
439,Heilongjiang,China,47.861999999999995,127.7615,2020-02-04,155
440,Henan,China,37.8957,114.9042,2020-02-04,675
441,Hong Kong,China,22.3,114.2,2020-02-04,17
442,Hubei,China,30.9756,112.2707,2020-02-04,16678
443,Hunan,China,27.6104,111.7088,2020-02-04,593
444,Inner Mongolia,China,44.0935,113.9448,2020-02-04,35
445,Jiangsu,China,32.9711,119.455,2020-02-04,308
446,Jiangxi,China,27.614,115.7221,2020-02-04,476
447,Jilin,China,43.6661,126.1923,2020-02-04,42
448,Liaoning,China,41.2956,122.6085,2020-02-04,81
449,Macau,China,22.1667,113.55,2020-02-04,10
450,Ningxia,China,37.2692,106.1655,2020-02-04,34
451,Qinghai,China,35.7452,95.9956,2020-02-04,15
452,Shaanxi,China,35.1917,108.8701,2020-02-04,142
453,Shandong,China,36.3427,118.1498,2020-02-04,275
454,Shanghai,China,31.201999999999998,121.4491,2020-02-04,219
455,Shanxi,China,37.5777,112.2922,2020-02-04,81
456,Sichuan,China,30.6171,102.7103,2020-02-04,282
457,Tianjin,China,39.3054,117.323,2020-02-04,67
458,Tibet,China,31.6927,88.0924,2020-02-04,1
459,Xinjiang,China,41.1129,85.2401,2020-02-04,29
460,Yunnan,China,24.974,101.48700000000001,2020-02-04,122
461,Zhejiang,China,29.1832,120.0934,2020-02-04,829
462,Anhui,China,31.8257,117.2264,2020-02-05,530
463,Beijing,China,40.1824,116.4142,2020-02-05,253
464,Chongqing,China,30.0572,107.874,2020-02-05,389
465,Fujian,China,26.0789,117.9874,2020-02-05,205
